Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014
3,50151E+14;1;0;364798;364798;0;7;15;56;106;69;10;5;0;0;7
3,50151E+14;1;1;301736;300336;1400;1;3;40;86;54;12;3;0;0;0
3,50151E+14;1;0;83437;83437;0;0;3;4;20;11;5;1;2;0;1
3,50151E+14;8;0;168770;168770;0;0;0;14;22;13;2;2;0;2;0
3,50151E+14;8;0;100725;100725;0;0;2;4;12;9;1;0;2;1;2
3,50161E+14;1;0;605273;605273;0;1;0;5;10;36;25;38;23;8;3
3,50161E+14;1;4;996142;991392;4750;1;0;7;27;63;62;54;41;11;57
3,50161E+14;1;0;807415;807415;0;0;1;1;18;40;38;47;35;10;1
3,50161E+14;1;0;643090;643090;0;0;0;1;11;36;40;34;27;8;4
3,50161E+14;1;1;1018706;1017806;900;0;1;13;54;105;51;48;33;7;6
3,50161E+14;1;1;724076;723204;872;0;1;8;26;73;40;35;18;0;0
3,50161E+14;1;0;1031642;1031642;0;0;2;14;30;60;49;36;27;7;61
3,50161E+14;1;1;891150;890050;1100;0;1;9;58;87;52;42;20;7;2
3,50161E+14;1;0;571893;571893;0;0;0;4;29;87;37;28;18;3;1
3,50161E+14;1;0;916557;916557;0;0;0;2;9;29;34;35;45;13;0
3,50161E+14;1;0;1759983;1759983;0;0;0;2;8;29;29;43;52;32;0
3,50161E+14;1;0;581572;581572;0;0;1;7;11;52;25;35;18;4;1
3,50161E+14;1;0;873496;873496;0;0;0;4;19;45;22;29;33;16;5
3,50161E+14;1;0;2004551;2004551;0;0;0;3;21;58;47;48;41;46;4
